PRODUCTID,RECALLEVENTID,PRODUCTTYPESHORT,FIRMCITYNAM,FIRMCOUNTRYNAM,PHASETXT,RECALLINITIATIONDT,FIRMLEGALNAM,DISTRIBUTIONAREASUMMARYTXT,CENTERCD,FIRMSTATEPRVNCNAM,CENTERCLASSIFICATIONDT,TERMINATIONDT,CENTERCLASSIFICATIONTYPETXT,ENFORCEMENTREPORTDT,EVENTLMD,PRODUCTDESCRIPTIONTXT,PRODUCTSHORTREASONTXT,RECALLNUM,PRODUCTDISTRIBUTEDQUANTITY,RID
175759,83549,Devices,Lake Forest,United States,Terminated,07/29/2019,ICU Medical Inc,"Nationwide distribution to AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PR, RI, SC, SD, TN, TX, UT, VA, VI, VT, WA, WI, WV, WY.  

International distribution to Canada, Chile, France, Germany, Greece, Hong Kong, Ireland, Italy, Oman, Philippines, Poland, Saudi Arabia, South Africa, Spain, Taiwan, Turkey, United Arab Emirates, United Kingdom.",CDRH,Illinois,10/14/2019,01/12/2024,2,10/23/2019,01/12/2024,"Infusion Pump I.V. Administration, specifically Plum Microbore Infusion Sets with Inline Filters labeled as High-Pressure Filter PRIMARY I.V. PLUMSET Convetible Pin, 104 Inch with Orange Polyethylene-Lined*/Light Resistant Tubing, Prepierced Injection Site and OPTION-LOK.   1 unit per pouch; 48 pouches per case.



",Potential for fluid leakage out of air vents on inline filters on Plum and Sapphire micropore infusion sets.,Z-0126-2020,"170,735 units",1942
175762,83549,Devices,Lake Forest,United States,Terminated,07/29/2019,ICU Medical Inc,"Nationwide distribution to AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PR, RI, SC, SD, TN, TX, UT, VA, VI, VT, WA, WI, WV, WY.  

International distribution to Canada, Chile, France, Germany, Greece, Hong Kong, Ireland, Italy, Oman, Philippines, Poland, Saudi Arabia, South Africa, Spain, Taiwan, Turkey, United Arab Emirates, United Kingdom.",CDRH,Illinois,10/14/2019,01/12/2024,2,10/23/2019,01/12/2024,"Infusion Pump I.V. Administration, specifically Sapphire Microbore Infusion Sets with Inline Filters labeled as SAPPHIRE Primary 1.2 Micron Filter Set Microbore, 122 Inch.   1 unit per pouch; 50 pouches per case 

",Potential for fluid leakage out of air vents on inline filters on Plum and Sapphire micropore infusion sets.,Z-0129-2020,"73,710 units",1943
175774,83549,Devices,Lake Forest,United States,Terminated,07/29/2019,ICU Medical Inc,"Nationwide distribution to AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PR, RI, SC, SD, TN, TX, UT, VA, VI, VT, WA, WI, WV, WY.  

International distribution to Canada, Chile, France, Germany, Greece, Hong Kong, Ireland, Italy, Oman, Philippines, Poland, Saudi Arabia, South Africa, Spain, Taiwan, Turkey, United Arab Emirates, United Kingdom.",CDRH,Illinois,10/14/2019,01/12/2024,2,10/23/2019,01/12/2024,"Infusion Pump I.V. Administration, specifically Sapphire Microbore Infusion Sets with Inline Filters labeled as SAPPHIRE Primary 1.2 Micron Filter Set Non-Vented, Microbore 311 cm / 8.4 mL.  1 unit per pouch;  1 unit per blister; 40 blisters per case .  Not distributed in the U.S.

",Potential for fluid leakage out of air vents on inline filters on Plum and Sapphire micropore infusion sets.,Z-0140-2020,"2,327 units",1944
175770,83549,Devices,Lake Forest,United States,Terminated,07/29/2019,ICU Medical Inc,"Nationwide distribution to AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PR, RI, SC, SD, TN, TX, UT, VA, VI, VT, WA, WI, WV, WY.  

International distribution to Canada, Chile, France, Germany, Greece, Hong Kong, Ireland, Italy, Oman, Philippines, Poland, Saudi Arabia, South Africa, Spain, Taiwan, Turkey, United Arab Emirates, United Kingdom.",CDRH,Illinois,10/14/2019,01/12/2024,2,10/23/2019,01/12/2024,"Infusion Pump I.V. Administration, specifically Plum Microbore Infusion Sets with Inline Filters labeled as PRIMARY PLUMSET 15 Micron Filter in Sight Chamber, CLAVE Port, 0.2 Micron Filter, CLAVE Y-Site, PE Lined Light Resistant Tubing, Distal Microbore Tubing 272 cm / 15 mL.   1 unit per pouch; 50 pouches per case.  Not distributed in the U.S.

",Potential for fluid leakage out of air vents on inline filters on Plum and Sapphire micropore infusion sets.,Z-0136-2020,"14,850 units",1945
175779,83549,Devices,Lake Forest,United States,Terminated,07/29/2019,ICU Medical Inc,"Nationwide distribution to AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PR, RI, SC, SD, TN, TX, UT, VA, VI, VT, WA, WI, WV, WY.  

International distribution to Canada, Chile, France, Germany, Greece, Hong Kong, Ireland, Italy, Oman, Philippines, Poland, Saudi Arabia, South Africa, Spain, Taiwan, Turkey, United Arab Emirates, United Kingdom.",CDRH,Illinois,10/14/2019,01/12/2024,2,10/23/2019,01/12/2024,"Infusion Pump I.V. Administration, specifically Plum Microbore Infusion Sets with Inline Filters labeled as PLUM Epidural Set with NRFit Connector Yellow-Striped Tubing, Distal Microbore Tubing, 0.2 Micron Filter, 107 Inch.   1 unit per pouch; 48 pouches per case 
",Potential for fluid leakage out of air vents on inline filters on Plum and Sapphire micropore infusion sets.,Z-0145-2020,"7,920 units",1946
175776,83549,Devices,Lake Forest,United States,Terminated,07/29/2019,ICU Medical Inc,"Nationwide distribution to AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PR, RI, SC, SD, TN, TX, UT, VA, VI, VT, WA, WI, WV, WY.  

International distribution to Canada, Chile, France, Germany, Greece, Hong Kong, Ireland, Italy, Oman, Philippines, Poland, Saudi Arabia, South Africa, Spain, Taiwan, Turkey, United Arab Emirates, United Kingdom.",CDRH,Illinois,10/14/2019,01/12/2024,2,10/23/2019,01/12/2024,"Infusion Pump I.V. Administration, specifically Sapphire Microbore Infusion Sets with Inline Filters labeled as SAPPHIRE Primary 0.2 Micron Filter Set Non-Vented, Microbore, 293 cm / 8.1 mL.  1 unit per pouch;  1 unit per blister; 40 blisters per case.  Not distributed in the U.S.

",Potential for fluid leakage out of air vents on inline filters on Plum and Sapphire micropore infusion sets.,Z-0142-2020,"5,443 units",1947
175767,83549,Devices,Lake Forest,United States,Terminated,07/29/2019,ICU Medical Inc,"Nationwide distribution to AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PR, RI, SC, SD, TN, TX, UT, VA, VI, VT, WA, WI, WV, WY.  

International distribution to Canada, Chile, France, Germany, Greece, Hong Kong, Ireland, Italy, Oman, Philippines, Poland, Saudi Arabia, South Africa, Spain, Taiwan, Turkey, United Arab Emirates, United Kingdom.",CDRH,Illinois,10/14/2019,01/12/2024,2,10/23/2019,01/12/2024,"Infusion Pump I.V. Administration, specifically Sapphire Microbore Infusion Sets with Inline Filters labeled as SAPPHIRE Primary 1.2 Micron Filter Set Non-Vented, Microbore, PAV, 123 Inch.   1 unit per pouch; 50 pouches per case 

",Potential for fluid leakage out of air vents on inline filters on Plum and Sapphire micropore infusion sets.,Z-0134-2020,"19,350 units",1948
175765,83549,Devices,Lake Forest,United States,Terminated,07/29/2019,ICU Medical Inc,"Nationwide distribution to AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PR, RI, SC, SD, TN, TX, UT, VA, VI, VT, WA, WI, WV, WY.  

International distribution to Canada, Chile, France, Germany, Greece, Hong Kong, Ireland, Italy, Oman, Philippines, Poland, Saudi Arabia, South Africa, Spain, Taiwan, Turkey, United Arab Emirates, United Kingdom.",CDRH,Illinois,10/14/2019,01/12/2024,2,10/23/2019,01/12/2024,"Infusion Pump I.V. Administration, specifically Sapphire Microbore Infusion Sets with Inline Filters labeled as SAPPHIRE Epidural Set Yellow-Striped Microbore, 0.2 Micron Filter, PAV 123 inch.   1 unit per pouch; 50 pouches per case 

",Potential for fluid leakage out of air vents on inline filters on Plum and Sapphire micropore infusion sets.,Z-0132-2020,"26,700 units",1949
175760,83549,Devices,Lake Forest,United States,Terminated,07/29/2019,ICU Medical Inc,"Nationwide distribution to AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PR, RI, SC, SD, TN, TX, UT, VA, VI, VT, WA, WI, WV, WY.  

International distribution to Canada, Chile, France, Germany, Greece, Hong Kong, Ireland, Italy, Oman, Philippines, Poland, Saudi Arabia, South Africa, Spain, Taiwan, Turkey, United Arab Emirates, United Kingdom.",CDRH,Illinois,10/14/2019,01/12/2024,2,10/23/2019,01/12/2024,"Infusion Pump I.V. Administration, specifically Plum Microbore Infusion Sets with Inline Filters labeled as Primary PLUM Set 0.2 Micron Filter, Prepierced Y-Site, Polyethylene Lined Light Resistant Tubing, Distal Microbore Tubing, Secure Lock, 104 Inch.    1 unit per pouch; 50 pouches per case 



",Potential for fluid leakage out of air vents on inline filters on Plum and Sapphire micropore infusion sets.,Z-0127-2020,"78,877 units",1950
175780,83549,Devices,Lake Forest,United States,Terminated,07/29/2019,ICU Medical Inc,"Nationwide distribution to AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PR, RI, SC, SD, TN, TX, UT, VA, VI, VT, WA, WI, WV, WY.  

International distribution to Canada, Chile, France, Germany, Greece, Hong Kong, Ireland, Italy, Oman, Philippines, Poland, Saudi Arabia, South Africa, Spain, Taiwan, Turkey, United Arab Emirates, United Kingdom.",CDRH,Illinois,10/14/2019,01/12/2024,2,10/23/2019,01/12/2024,"Infusion Pump I.V. Administration, specifically Sapphire Microbore Infusion Sets with Inline Filters labeled as SAPPHIRE Epidural Set with NRFit Connector Yellow-Striped Microbore, 0.2 Micron Filter 301 cm / 8.3 mL.  1 unit per blister; 40 blisters per case.  Not distributed in the U.S.
",Potential for fluid leakage out of air vents on inline filters on Plum and Sapphire micropore infusion sets.,Z-0146-2020,120 units,1931
167115,80812,Devices,Irvine,United States,Terminated,07/31/2018,Endologix,"U.S.:
PA, VA, CA, AZ, IN, GA, FL, IL, OK, MN, OH, KY, MS, NC, MI, AL, CT, LA, SC, TN, NY, WI, MD, WV, AR, NV, NJ, TX, CO, NE, NM, MA, IA, AK, OR, ME, SD, MO, MT, KS, DE, WA, UT, NH, ND, DC, RI, HI, WY, ID, VT, PR;

Foreign (OUS):
Canada, Argentina, Australia, Brazil, CHILE , Hong Kong, Japan, South Korea, Philippines, Austria, Belgium, Czech Republic, France, Germany, Greece, Ireland, Israel, Italy, Latvia, Luxembourg, Monaco, Netherlands, Poland, Portugal, Romania, Spain, Sweden, Switzerland, Turkey, United Kingdom",CDRH,California,10/03/2018,04/09/2024,1,10/10/2018,04/09/2024,"ENDOLOGIX AFX2 Bifurcated Endograft System, Stent Graft System, Rx Only, Sterile EO, REF: 									
BEA22-120/I20-40,				
BEA22-100/I20-40,				
BEA22-80/I20-40,				
BEA22-60/I20-40,				
BEA22-40/I20-40,				
BEA22-120/I16-40,				
BEA22-100/I16-40,				
BEA22-80/I16-40,				
BEA22-60/I16-40,				
BEA22-40/I16-40,				
BEA22-120/I13-40,				
BEA22-100/I13-40,				
BEA22-80/I13-40,				
BEA22-60/I13-40,				
BEA22-40/I13-40,				
BEA22-110/I20-30,				
BEA22-90/I20-30,				
BEA22-70/I20-30,				
BEA22-50/I20-30,				
BEA22-110/I16-30,				
BEA22-90/I16-30,				
BEA22-70/I16-30,				
BEA22-50/I16-30,				
BEA22-100/I20-55,				
BEA22-80/I20-55,				
BEA22-100/I16-55,				
BEA22-80/I16-55,				
BEA25-120/I20-40,				
BEA25-100/I20-40,				
BEA25-80/I20-40,				
BEA25-60/I20-40,				
BEA25-40/I20-40,			
BEA25-120/I16-40,				
BEA25-100/I16-40,				
BEA25-80/I16-40,				
BEA25-60/I16-40,				
BEA25-40/I16-40,				
BEA25-120/I13-40,				
BEA25-100/I13-40,				
BEA25-80/I13-40,				
BEA25-60/I13-40,				
BEA25-40/I13-40,				
BEA25-110/I20-30,				
BEA25-90/I20-30,				
BEA25-70/I20-30,				
BEA25-50/I20-30,				
BEA25-110/I16-30,				
BEA25-90/I16-30,				
BEA25-70/I16-30,				
BEA25-50/I16-30,				
BEA25-100/I20-55,				
BEA25-80/I20-55,				
BEA25-100/I16-55,				
BEA25-80/I16-55,				
BEA28-120/I20-40,								
BEA28-100/I20-40,								
BEA28-80/I20-40,								
BEA28-60/I20-40,								
BEA28-40/I20-40,								
BEA28-120/I16-40,								
BEA28-100/I16-40,								
BEA28-80/I16-40,								
BEA28-60/I16-40,								
BEA28-40/I16-40,								
BEA28-120/I13-40,								
BEA28-100/I13-40,								
BEA28-80/I13-40,								
BEA28-60/I13-40,								
BEA28-40/I13-40,								
BEA28-110/I20-30,								
BEA28-90/I20-30,								
BEA28-70/I20-30,								
BEA28-50/I20-30,								
BEA28-110/I16-30,								
BEA28-90/I16-30,								
BEA28-70/I16-30,								
BEA28-50/I16-30,								
BEA28-100/I20-55,								
BEA28-80/I20-55,								
BEA28-100/I16-55,								
BEA28-80/I16-55								
",Endologix is notifying physicians of patient tailored surveillance recommendations as well as general warnings/precautions for interventions to or through an existing AFX device.  This is a follow-up notification to the one that was sent out in December 2016.  The updates are related to the observation of Type III endoleaks.,Z-0007-2019,13178,1902
167117,80812,Devices,Irvine,United States,Terminated,07/31/2018,Endologix,"U.S.:
PA, VA, CA, AZ, IN, GA, FL, IL, OK, MN, OH, KY, MS, NC, MI, AL, CT, LA, SC, TN, NY, WI, MD, WV, AR, NV, NJ, TX, CO, NE, NM, MA, IA, AK, OR, ME, SD, MO, MT, KS, DE, WA, UT, NH, ND, DC, RI, HI, WY, ID, VT, PR;

Foreign (OUS):
Canada, Argentina, Australia, Brazil, CHILE , Hong Kong, Japan, South Korea, Philippines, Austria, Belgium, Czech Republic, France, Germany, Greece, Ireland, Israel, Italy, Latvia, Luxembourg, Monaco, Netherlands, Poland, Portugal, Romania, Spain, Sweden, Switzerland, Turkey, United Kingdom",CDRH,California,10/03/2018,04/09/2024,1,10/10/2018,04/09/2024,"ENDOLOGIX AFX/AFX2, Limb (Iliac) Extension Endograft, Rx Only, Sterile EO, AFX Limb Accessory Model #/REF: 									
I16-16/C55,		
I16-16/C55F,		
I16-16/C88,		
I20-13/C70F,		
I20-13/C88F,		
I16-16/C55,		
I16-16/C55F,		
I16-16/C88,		
I20-13/C70F,		
I20-13/C88F;		

AFX Stand Alone
I16-16/C55 SA,															
I16-16/C55F SA,															
I16-16/C88 SA,															
I20-13/C70F SA,															
I20-13/C88F SA,															
I20-20/C55 SA,					
I20-20/C55F SA,					
IS20-25/C55 SA,					
IF20-25/C65 SA,					
IS20-25/C65 SA					
",Endologix is notifying physicians of patient tailored surveillance recommendations as well as general warnings/precautions for interventions to or through an existing AFX device.  This is a follow-up notification to the one that was sent out in December 2016.  The updates are related to the observation of Type III endoleaks.,Z-0009-2019,17789,1903
166565,80812,Devices,Irvine,United States,Terminated,07/31/2018,Endologix,"U.S.:
PA, VA, CA, AZ, IN, GA, FL, IL, OK, MN, OH, KY, MS, NC, MI, AL, CT, LA, SC, TN, NY, WI, MD, WV, AR, NV, NJ, TX, CO, NE, NM, MA, IA, AK, OR, ME, SD, MO, MT, KS, DE, WA, UT, NH, ND, DC, RI, HI, WY, ID, VT, PR;

Foreign (OUS):
Canada, Argentina, Australia, Brazil, CHILE , Hong Kong, Japan, South Korea, Philippines, Austria, Belgium, Czech Republic, France, Germany, Greece, Ireland, Israel, Italy, Latvia, Luxembourg, Monaco, Netherlands, Poland, Portugal, Romania, Spain, Sweden, Switzerland, Turkey, United Kingdom",CDRH,California,10/03/2018,04/09/2024,1,10/10/2018,04/09/2024,"ENDOLOGIX AFX Endovascular AAA System, Stent Graft System, Rx Only, Sterile EO, REF: 									
BA22-120/I20-40,										
BA22-100/I20-40,										
BA22-80/I20-40,										
BA22-60/I20-40,										
BA22-40/I20-40,										
BA22-120/I16-40,										
BA22-100/I16-40,										
BA22-80/I16-40,										
BA22-60/I16-40,										
BA22-40/I16-40,										
BA22-120/I13-40,										
BA22-100/I13-40,										
BA22-80/I13-40,										
BA22-60/I13-40,										
BA22-40/I13-40,										
BA22-110/I20-30,										
BA22-90/I20-30,										
BA22-70/I20-30,										
BA22-50/I20-30,										
BA22-110/I16-30,										
BA22-90/I16-30,										
BA22-70/I16-30,										
BA22-50/I16-30,										
BA22-100/I20-55,										
BA22-80/I20-55,										
BA22-100/I16-55,										
BA22-80/I16-55,										
BA25-120/I20-40,							
BA25-100/I20-40,							
BA25-80/I20-40,							
BA25-60/I20-40,							
BA25-40/I20-40,							
BA25-120/I16-40,							
BA25-100/I16-40,							
BA25-80/I16-40,							
BA25-60/I16-40,							
BA25-40/I16-40,							
BA25-120/I13-40,							
BA25-100/I13-40,							
BA25-80/I13-40,							
BA25-60/I13-40,							
BA25-40/I13-40,							
BA25-110/I20-30,							
BA25-90/I20-30,							
BA25-70/I20-30,							
BA25-50/I20-30,							
BA25-110/I16-30,							
BA25-90/I16-30,							
BA25-70/I16-30,							
BA25-50/I16-30,							
BA25-100/I20-55,							
BA25-80/I20-55,							
BA25-100/I16-55,							
BA25-80/I16-55,							
BA28-120/I20-40,	
BA28-100/I20-40,	
BA28-80/I20-40,	
BA28-60/I20-40,	
BA28-40/I20-40,	
BA28-120/I16-40,	
BA28-100/I16-40,	
BA28-80/I16-40,	
BA28-60/I16-40,	
BA28-40/I16-40,	
BA28-120/I13-40,	
BA28-100/I13-40,	
BA28-80/I13-40,	
BA28-60/I13-40,	
BA28-40/I13-40,	
BA28-110/I20-30,	
BA28-90/I20-30,	
BA28-70/I20-30,	
BA28-50/I20-30,	
BA28-110/I16-30,	
BA28-90/I16-30,	
BA28-70/I16-30,	
BA28-50/I16-30,	
BA28-100/I20-55,	
BA28-80/I20-55,	
BA28-100/I16-55,	
BA28-80/I16-55	
",Endologix is notifying physicians of patient tailored surveillance recommendations as well as general warnings/precautions for interventions to or through an existing AFX device.  This is a follow-up notification to the one that was sent out in December 2016.  The updates are related to the observation of Type III endoleaks.,Z-0006-2019,45304,1904
167116,80812,Devices,Irvine,United States,Terminated,07/31/2018,Endologix,"U.S.:
PA, VA, CA, AZ, IN, GA, FL, IL, OK, MN, OH, KY, MS, NC, MI, AL, CT, LA, SC, TN, NY, WI, MD, WV, AR, NV, NJ, TX, CO, NE, NM, MA, IA, AK, OR, ME, SD, MO, MT, KS, DE, WA, UT, NH, ND, DC, RI, HI, WY, ID, VT, PR;

Foreign (OUS):
Canada, Argentina, Australia, Brazil, CHILE , Hong Kong, Japan, South Korea, Philippines, Austria, Belgium, Czech Republic, France, Germany, Greece, Ireland, Israel, Italy, Latvia, Luxembourg, Monaco, Netherlands, Poland, Portugal, Romania, Spain, Sweden, Switzerland, Turkey, United Kingdom",CDRH,California,10/03/2018,04/09/2024,1,10/10/2018,04/09/2024,"ENDOLOGIX AFX/AFX2, Proximal (Aortic) Extension Endograft, Rx Only, Sterile EO,  									
AFX Proximal Accessory,
Infrarenal Model #/REF:
A22-22/C55,				
A22-22/C75,				
A22-22/C95,				
A25-25/C55,				
A25-25/C75,				
A25-25/C95,				
A28-28/C55,				
A28-28/C75,				
A28-28/C95,				
A31-31/C80,				
A31-31/C100,				
A34-34/C80,		
A34-34/C100;				

Suprarenal Model #/REF:
A22-22/C55-O20,									
A22-22/C75-O20,									
A22-22/C95-O20,									
A25-25/C55-O20,									
A25-25/C75-O20,									
A25-25/C95-O20,									
A28-28/C55-O20,									
A28-28/C75-O20,									
A28-28/C95-O20,									
A31-31/C80-O20,									
A31-31/C100-O20,									
A34-34/C80-O20,									
A34-34/C100-O20;									

AFX Vela,
Infrarenal Model #/REF:
A22-22/C55V,									
A22-22/C75V,									
A22-22/C95V,									
A25-25/C55V,									
A25-25/C75V,									
A25-25/C95V,									
A28-28/C55V,									
A28-28/C75V,									
A28-28/C95V,									
A31-31/C80V,									
A31-31/C100V,									
A34-34/C80V,									
A34-34/C100V;	
								
Suprarenal Model #/REF:
A22-22/C55-O20V,								
A22-22/C75-O20V,								
A22-22/C95-O20V,								
A25-25/C55-O20V,								
A25-25/C75-O20V,								
A25-25/C95-O20V,								
A28-28/C55-O20V,								
A28-28/C75-O20V,								
A28-28/C95-O20V,								
A31-31/C80-O20V,							
A31-31/C100-O20V,								
A34-34/C80-O20V,								
A34-34/C100-O20V								

",Endologix is notifying physicians of patient tailored surveillance recommendations as well as general warnings/precautions for interventions to or through an existing AFX device.  This is a follow-up notification to the one that was sent out in December 2016.  The updates are related to the observation of Type III endoleaks.,Z-0008-2019,56503,1905
